pin_id,pin_url,title,description,destination_url,image_url,board_name,author_name,author_followers,tags,saves_count,comment_count,created_date,scraped_at
48061921671964970,https://www.pinterest.com/pin/48061921671964970,N/A,N/A,N/A,https://i.pinimg.com/736x/8f/a1/77/8fa1771680fdacb41ece079be2f1aeba.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:19
48061921671964969,https://www.pinterest.com/pin/48061921671964969,N/A,N/A,N/A,https://i.pinimg.com/736x/f7/66/2a/f7662a38eb475a02dabada3326f4b289.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:20
48061921671964967,https://www.pinterest.com/pin/48061921671964967,N/A,N/A,N/A,https://i.pinimg.com/736x/b3/0d/f8/b30df8c46a99b87fa17f2769d3d0970f.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:22
48061921671964968,https://www.pinterest.com/pin/48061921671964968,N/A,N/A,N/A,https://i.pinimg.com/736x/98/03/9e/98039e0694382750aa63d9664cc6037c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:22
48061921671964965,https://www.pinterest.com/pin/48061921671964965,N/A,N/A,N/A,https://i.pinimg.com/736x/64/d9/14/64d914390291d0e72957be98b0047de8.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:22
48061921671964865,https://www.pinterest.com/pin/48061921671964865,N/A,N/A,N/A,https://i.pinimg.com/736x/b4/7e/62/b47e62002679d19baa7b7c1862a16f5e.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:22
48061921671964860,https://www.pinterest.com/pin/48061921671964860,N/A,N/A,N/A,https://i.pinimg.com/736x/e8/e1/24/e8e12444880f873de36a8285c0582cad.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:25
48061921671964861,https://www.pinterest.com/pin/48061921671964861,N/A,N/A,N/A,https://i.pinimg.com/736x/f2/d7/2a/f2d72a0369fea430451029fb0e1ae4f2.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:25
48061921671964862,https://www.pinterest.com/pin/48061921671964862,N/A,N/A,N/A,https://i.pinimg.com/736x/66/72/a1/6672a1052abc9077d053b3f6efb76398.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:25
48061921671964864,https://www.pinterest.com/pin/48061921671964864,N/A,N/A,N/A,https://i.pinimg.com/736x/c7/ca/3a/c7ca3a3783614d35a13cf5bd46df5f25.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:25
48061921671964819,https://www.pinterest.com/pin/48061921671964819,N/A,N/A,N/A,https://i.pinimg.com/736x/9c/31/b8/9c31b8bc5701797ab9a11a9c8701f993.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:27
48061921671964820,https://www.pinterest.com/pin/48061921671964820,Log in to see more,N/A,N/A,https://i.pinimg.com/736x/bf/ae/a9/bfaea9975323b4307f2c4203d30bb9e2.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:27
